industry_level1_name,industry_level1_code,industry_level2_name,industry_level2_code,industry_level3_name,industry_level3_code
化工,220000,化学纤维,220400,涤纶,220401
化工,220000,化学纤维,220400,维纶,220402
化工,220000,化学纤维,220400,粘胶,220403
化工,220000,化学纤维,220400,其他纤维,220404
化工,220000,化学纤维,220400,氨纶,220405
化工,220000,塑料,220500,其他塑料制品,220501
化工,220000,塑料,220500,合成革,220502
化工,220000,塑料,220500,改性塑料,220503
化工,220000,橡胶,220600,轮胎,220601
化工,220000,橡胶,220600,其他橡胶制品,220602
化工,220000,橡胶,220600,炭黑,220603
钢铁,230000,钢铁,230100,普钢,230101
钢铁,230000,钢铁,230100,特钢,230102
有色金属,240000,金属非金属新材料,240200,金属新材料,240201
有色金属,240000,金属非金属新材料,240200,磁性材料,240202
有色金属,240000,金属非金属新材料,240200,非金属新材料,240203
有色金属,240000,工业金属,240300,铝,240301
有色金属,240000,工业金属,240300,铜,240302
有色金属,240000,工业金属,240300,铅锌,240303
有色金属,240000,黄金,240400,黄金,240401
有色金属,240000,稀有金属,240500,稀土,240501
有色金属,240000,稀有金属,240500,钨,240502
有色金属,240000,稀有金属,240500,锂,240503
有色金属,240000,稀有金属,240500,其他稀有小金属,240504
电子,270000,半导体,270100,集成电路,270101
电子,270000,半导体,270100,分立器件,270102
电子,270000,半导体,270100,半导体材料,270103
电子,270000,元件,270200,印制电路板,270202
电子,270000,元件,270200,被动元件,270203
电子,270000,光学光电子,270300,显示器件,270301
电子,270000,光学光电子,270300,LED,270302
电子,270000,光学光电子,270300,光学元件,270303
电子,270000,其他电子,270400,其他电子,270401
电子,270000,电子制造,270500,电子系统组装,270501
电子,270000,电子制造,270500,电子零部件制造,270502
汽车,280000,汽车整车,280100,乘用车,280101
汽车,280000,汽车整车,280100,商用载货车,280102
汽车,280000,汽车整车,280100,商用载客车,280103
汽车,280000,汽车零部件,280200,汽车零部件,280201
汽车,280000,汽车服务,280300,汽车服务,280301
汽车,280000,其他交运设备,280400,其他交运设备,280401
家用电器,330000,白色家电,330100,冰箱,330101
家用电器,330000,白色家电,330100,空调,330102
家用电器,330000,白色家电,330100,洗衣机,330103
家用电器,330000,白色家电,330100,小家电,330104
家用电器,330000,白色家电,330100,家电零部件,330105
家用电器,330000,视听器材,330200,彩电,330201
家用电器,330000,视听器材,330200,其它视听器材,330202
食品饮料,340000,饮料制造,340300,白酒,340301
食品饮料,340000,饮料制造,340300,啤酒,340302
食品饮料,340000,饮料制造,340300,其他酒类,340303
食品饮料,340000,饮料制造,340300,软饮料,340304
食品饮料,340000,饮料制造,340300,葡萄酒,340305
食品饮料,340000,饮料制造,340300,黄酒,340306
食品饮料,340000,食品加工,340400,肉制品,340401
食品饮料,340000,食品加工,340400,调味发酵品,340402
食品饮料,340000,食品加工,340400,乳品,340403
食品饮料,340000,食品加工,340400,食品综合,340404
纺织服装,350000,纺织制造,350100,毛纺,350101
纺织服装,350000,纺织制造,350100,棉纺,350102
纺织服装,350000,纺织制造,350100,丝绸,350103
纺织服装,350000,纺织制造,350100,印染,350104
纺织服装,350000,纺织制造,350100,辅料,350105
纺织服装,350000,纺织制造,350100,其他纺织,350106
纺织服装,350000,服装家纺,350200,男装,350202
纺织服装,350000,服装家纺,350200,女装,350203
纺织服装,350000,服装家纺,350200,休闲服装,350204
纺织服装,350000,服装家纺,350200,鞋帽,350205
纺织服装,350000,服装家纺,350200,家纺,350206
纺织服装,350000,服装家纺,350200,其他服装,350207
轻工制造,360000,造纸,360100,造纸,360101
轻工制造,360000,包装印刷,360200,包装印刷,360201
轻工制造,360000,家用轻工,360300,家具,360302
轻工制造,360000,家用轻工,360300,其他家用轻工,360303
轻工制造,360000,家用轻工,360300,珠宝首饰,360304
轻工制造,360000,家用轻工,360300,文娱用品,360305
轻工制造,360000,其他轻工制造,360400,其他轻工制造,360401
医药生物,370000,化学制药,370100,化学原料药,370101
医药生物,370000,化学制药,370100,化学制剂,370102
医药生物,370000,中药,370200,中药,370201
医药生物,370000,生物制品,370300,生物制品,370301
医药生物,370000,医药商业,370400,医药商业,370401
医药生物,370000,医疗器械,370500,医疗器械,370501
医药生物,370000,医疗服务,370600,医疗服务,370601
公用事业,410000,电力,410100,火电,410101
公用事业,410000,电力,410100,水电,410102
公用事业,410000,电力,410100,燃机发电,410103
公用事业,410000,电力,410100,热电,410104
公用事业,410000,电力,410100,新能源发电,410105
公用事业,410000,水务,410200,水务,410201
公用事业,410000,燃气,410300,燃气,410301
公用事业,410000,环保工程及服务,410400,环保工程及服务,410401
交通运输,420000,港口,420100,港口,420101
交通运输,420000,高速公路,420200,高速公路,420201
交通运输,420000,公交,420300,公交,420301
交通运输,420000,航空运输,420400,航空运输,420401
交通运输,420000,机场,420500,机场,420501
交通运输,420000,航运,420600,航运,420601
交通运输,420000,铁路运输,420700,铁路运输,420701
交通运输,420000,物流,420800,物流,420801
房地产,430000,房地产开发,430100,房地产开发,430101
房地产,430000,园区开发,430200,园区开发,430201
商业贸易,450000,贸易,450200,贸易,450201
商业贸易,450000,一般零售,450300,百货,450301
商业贸易,450000,一般零售,450300,超市,450302
商业贸易,450000,一般零售,450300,多业态零售,450303
商业贸易,450000,专业零售,450400,专业连锁,450401
商业贸易,450000,商业物业经营,450500,一般物业经营,450501
商业贸易,450000,商业物业经营,450500,专业市场,450502
休闲服务,460000,景点,460100,人工景点,460101
休闲服务,460000,景点,460100,自然景点,460102
休闲服务,460000,酒店,460200,酒店,460201
休闲服务,460000,旅游综合,460300,旅游综合,460301
休闲服务,460000,餐饮,460400,餐饮,460401
休闲服务,460000,其他休闲服务,460500,其他休闲服务,460501
银行,480000,银行,480100,银行,480101
非银金融,490000,证券,490100,证券,490101
非银金融,490000,保险,490200,保险,490201
非银金融,490000,多元金融,490300,多元金融,490301
综合,510000,综合,510100,综合,510101
建筑材料,610000,水泥制造,610100,水泥制造,610101
建筑材料,610000,玻璃制造,610200,玻璃制造,610201
建筑材料,610000,其他建材,610300,耐火材料,610301
建筑材料,610000,其他建材,610300,管材,610302
建筑材料,610000,其他建材,610300,其他建材,610303
建筑装饰,620000,房屋建设,620100,房屋建设,620101
建筑装饰,620000,装修装饰,620200,装修装饰,620201
建筑装饰,620000,基础建设,620300,城轨建设,620301
建筑装饰,620000,基础建设,620300,路桥施工,620302
建筑装饰,620000,基础建设,620300,水利工程,620303
建筑装饰,620000,基础建设,620300,铁路建设,620304
建筑装饰,620000,基础建设,620300,其他基础建设,620305
建筑装饰,620000,专业工程,620400,钢结构,620401
建筑装饰,620000,专业工程,620400,化学工程,620402
建筑装饰,620000,专业工程,620400,国际工程承包,620403
建筑装饰,620000,专业工程,620400,其他专业工程,620404
建筑装饰,620000,园林工程,620500,园林工程,620501
电气设备,630000,电机,630100,电机,630101
电气设备,630000,电气自动化设备,630200,电网自动化,630201
电气设备,630000,电气自动化设备,630200,工控自动化,630202
电气设备,630000,电气自动化设备,630200,计量仪表,630203
电气设备,630000,电源设备,630300,综合电力设备商,630301
电气设备,630000,电源设备,630300,风电设备,630302
电气设备,630000,电源设备,630300,光伏设备,630303
电气设备,630000,电源设备,630300,火电设备,630304
电气设备,630000,电源设备,630300,储能设备,630305
电气设备,630000,电源设备,630300,其它电源设备,630306
电气设备,630000,高低压设备,630400,高压设备,630401
电气设备,630000,高低压设备,630400,中压设备,630402
电气设备,630000,高低压设备,630400,低压设备,630403
电气设备,630000,高低压设备,630400,线缆部件及其他,630404
机械设备,640000,通用机械,640100,机床工具,640101
机械设备,640000,通用机械,640100,机械基础件,640102
机械设备,640000,通用机械,640100,磨具磨料,640103
机械设备,640000,通用机械,640100,内燃机,640104
机械设备,640000,通用机械,640100,制冷空调设备,640105
机械设备,640000,通用机械,640100,其它通用机械,640106
机械设备,640000,专用设备,640200,工程机械,640201
机械设备,640000,专用设备,640200,重型机械,640202
机械设备,640000,专用设备,640200,冶金矿采化工设备,640203
机械设备,640000,专用设备,640200,楼宇设备,640204
机械设备,640000,专用设备,640200,环保设备,640205
机械设备,640000,专用设备,640200,纺织服装设备,640206
机械设备,640000,专用设备,640200,农用机械,640207
机械设备,640000,专用设备,640200,印刷包装机械,640208
机械设备,640000,专用设备,640200,其它专用机械,640209
机械设备,640000,仪器仪表,640300,仪器仪表,640301
机械设备,640000,金属制品,640400,金属制品,640401
机械设备,640000,运输设备,640500,铁路设备,640501
国防军工,650000,航天装备,650100,航天装备,650101
国防军工,650000,航空装备,650200,航空装备,650201
国防军工,650000,地面兵装,650300,地面兵装,650301
国防军工,650000,船舶制造,650400,船舶制造,650401
计算机,710000,计算机设备,710100,计算机设备,710101
计算机,710000,计算机应用,710200,软件开发,710201
计算机,710000,计算机应用,710200,IT服务,710202
传媒,720000,文化传媒,720100,平面媒体,720101
传媒,720000,文化传媒,720100,影视动漫,720102
传媒,720000,文化传媒,720100,有线电视网络,720103
传媒,720000,文化传媒,720100,其他文化传媒,720104
传媒,720000,营销传播,720200,营销服务,720201
传媒,720000,互联网传媒,720300,互联网信息服务,720301
传媒,720000,互联网传媒,720300,移动互联网服务,720302
传媒,720000,互联网传媒,720300,其他互联网服务,720303
通信,730000,通信运营,730100,通信运营,730101
通信,730000,通信设备,730200,终端设备,730201
通信,730000,通信设备,730200,通信传输设备,730202
通信,730000,通信设备,730200,通信配套服务,730203
农林牧渔,110000,种植业,110100,种子生产,110101
农林牧渔,110000,种植业,110100,粮食种植,110102
农林牧渔,110000,种植业,110100,其他种植业,110103
农林牧渔,110000,渔业,110200,海洋捕捞,110201
农林牧渔,110000,渔业,110200,水产养殖,110202
农林牧渔,110000,林业,110300,林业,110301
农林牧渔,110000,饲料,110400,饲料,110401
农林牧渔,110000,农产品加工,110500,果蔬加工,110501
农林牧渔,110000,农产品加工,110500,粮油加工,110502
农林牧渔,110000,农产品加工,110500,其他农产品加工,110504
农林牧渔,110000,农业综合,110600,农业综合,110601
农林牧渔,110000,畜禽养殖,110700,畜禽养殖,110701
农林牧渔,110000,动物保健,110800,动物保健,110801
采掘,210000,石油开采,210100,石油开采,210101
采掘,210000,煤炭开采,210200,煤炭开采,210201
采掘,210000,煤炭开采,210200,焦炭加工,210202
采掘,210000,其他采掘,210300,其他采掘,210301
采掘,210000,采掘服务,210400,油气钻采服务,210401
采掘,210000,采掘服务,210400,其他采掘服务,210402
化工,220000,石油化工,220100,石油加工,220101
化工,220000,石油化工,220100,石油贸易,220103
化工,220000,化学原料,220200,纯碱,220201
化工,220000,化学原料,220200,氯碱,220202
化工,220000,化学原料,220200,无机盐,220203
化工,220000,化学原料,220200,其他化学原料,220204
化工,220000,化学制品,220300,氮肥,220301
化工,220000,化学制品,220300,磷肥,220302
化工,220000,化学制品,220300,农药,220303
化工,220000,化学制品,220300,日用化学产品,220304
化工,220000,化学制品,220300,涂料油漆油墨制造,220305
化工,220000,化学制品,220300,钾肥,220306
化工,220000,化学制品,220300,民爆用品,220307
化工,220000,化学制品,220300,纺织化学用品,220308
化工,220000,化学制品,220300,其他化学制品,220309
化工,220000,化学制品,220300,复合肥,220310
化工,220000,化学制品,220300,氟化工及制冷剂,220311
化工,220000,化学制品,220300,磷化工及磷酸盐,220312
化工,220000,化学纤维,220400,涤纶,220401
化工,220000,化学纤维,220400,维纶,220402
化工,220000,化学纤维,220400,粘胶,220403
化工,220000,化学纤维,220400,其他纤维,220404
化工,220000,化学纤维,220400,氨纶,220405
化工,220000,塑料,220500,其他塑料制品,220501
化工,220000,塑料,220500,合成革,220502
化工,220000,塑料,220500,改性塑料,220503
化工,220000,橡胶,220600,轮胎,220601
化工,220000,橡胶,220600,其他橡胶制品,220602
化工,220000,橡胶,220600,炭黑,220603
化工,220000,化工新材料,220700,其他化工新材料,220701
化工,220000,化工新材料,220700,聚氨酯,220702
化工,220000,化工新材料,220700,玻纤,220703
黑色金属,230000,钢铁,230100,普钢,230101
黑色金属,230000,钢铁,230100,特钢,230102
有色金属,240000,有色金属冶炼与加工,240100,铝,240102
有色金属,240000,有色金属冶炼与加工,240100,铜,240103
有色金属,240000,有色金属冶炼与加工,240100,铅锌,240104
有色金属,240000,有色金属冶炼与加工,240100,黄金,240105
有色金属,240000,有色金属冶炼与加工,240100,小金属,240106
有色金属,240000,金属非金属新材料,240200,金属新材料,240201
有色金属,240000,金属非金属新材料,240200,磁性材料,240202
有色金属,240000,金属非金属新材料,240200,非金属新材料,240203
建筑建材,250000,建筑材料,250100,玻璃制造,250101
建筑建材,250000,建筑材料,250100,水泥制造,250102
建筑建材,250000,建筑材料,250100,陶瓷制造,250103
建筑建材,250000,建筑材料,250100,其他建材,250104
建筑建材,250000,建筑材料,250100,耐火材料,250105
建筑建材,250000,建筑材料,250100,管材,250106
建筑建材,250000,建筑装饰,250200,装饰园林,250202
建筑建材,250000,建筑装饰,250200,房屋建设,250203
建筑建材,250000,建筑装饰,250200,基础建设,250204
建筑建材,250000,建筑装饰,250200,专业工程,250205
机械设备,260000,通用机械,260100,机床工具,260101
机械设备,260000,通用机械,260100,机械基础件,260102
机械设备,260000,通用机械,260100,磨具磨料,260103
机械设备,260000,通用机械,260100,内燃机,260104
机械设备,260000,通用机械,260100,制冷空调设备,260105
机械设备,260000,通用机械,260100,其它通用机械,260106
机械设备,260000,专用设备,260200,纺织服装设备,260201
机械设备,260000,专用设备,260200,工程机械,260202
机械设备,260000,专用设备,260200,农用机械,260203
机械设备,260000,专用设备,260200,重型机械,260204
机械设备,260000,专用设备,260200,冶金矿采化工设备,260205
机械设备,260000,专用设备,260200,印刷包装机械,260206
机械设备,260000,专用设备,260200,其它专用机械,260207
机械设备,260000,专用设备,260200,楼宇设备,260208
机械设备,260000,专用设备,260200,环保设备,260209
机械设备,260000,仪器仪表,260300,仪器仪表,260301
机械设备,260000,电气设备,260400,电机,260401
机械设备,260000,电气设备,260400,电气自控设备,260402
机械设备,260000,电气设备,260400,电源设备,260403
机械设备,260000,电气设备,260400,输变电设备,260404
机械设备,260000,电气设备,260400,其他电力设备,260405
机械设备,260000,金属制品,260500,金属制品,260501
电子,270000,半导体,270100,集成电路,270101
电子,270000,半导体,270100,分立器件,270102
电子,270000,半导体,270100,半导体材料,270103
电子,270000,元件,270200,印制电路板,270202
电子,270000,元件,270200,被动元件,270203
电子,270000,光学光电子,270300,显示器件,270301
电子,270000,光学光电子,270300,LED,270302
电子,270000,光学光电子,270300,光学元件,270303
电子,270000,其他电子,270400,其他电子,270401
电子,270000,电子制造,270500,电子系统组装,270501
电子,270000,电子制造,270500,电子零部件制造,270502
交运设备,310000,汽车整车,310100,乘用车,310101
交运设备,310000,汽车整车,310100,商用载货车,310102
交运设备,310000,汽车整车,310100,商用载客车,310103
交运设备,310000,汽车整车,310100,专用汽车,310104
交运设备,310000,汽车零部件,310200,汽车零部件,310201
交运设备,310000,非汽车交运设备,310300,摩托车,310301
交运设备,310000,非汽车交运设备,310300,航空航天设备,310304
交运设备,310000,非汽车交运设备,310300,船舶制造,310305
交运设备,310000,非汽车交运设备,310300,铁路设备,310306
交运设备,310000,非汽车交运设备,310300,其他交运设备,310307
交运设备,310000,交运设备服务,310400,汽车服务,310401
交运设备,310000,交运设备服务,310400,其他交运设备服务,310402
信息设备,320000,通信设备,320100,终端设备,320102
信息设备,320000,通信设备,320100,通信传输设备,320103
信息设备,320000,通信设备,320100,通信配套服务,320104
信息设备,320000,计算机设备,320200,计算机设备,320201
家用电器,330000,白色家电,330100,冰箱,330101
家用电器,330000,白色家电,330100,空调,330102
家用电器,330000,白色家电,330100,洗衣机,330103
家用电器,330000,白色家电,330100,小家电,330104
家用电器,330000,白色家电,330100,其他白色家电,330105
家用电器,330000,视听器材,330200,彩电,330201
家用电器,330000,视听器材,330200,其它视听器材,330202
食品饮料,340000,饮料制造,340300,白酒,340301
食品饮料,340000,饮料制造,340300,啤酒,340302
食品饮料,340000,饮料制造,340300,其他酒类,340303
食品饮料,340000,饮料制造,340300,软饮料,340304
食品饮料,340000,饮料制造,340300,葡萄酒,340305
食品饮料,340000,饮料制造,340300,黄酒,340306
食品饮料,340000,食品加工制造,340400,肉制品,340401
食品饮料,340000,食品加工制造,340400,调味发酵品,340402
食品饮料,340000,食品加工制造,340400,乳品,340403
食品饮料,340000,食品加工制造,340400,食品综合,340404
纺织服装,350000,纺织制造,350100,毛纺,350101
纺织服装,350000,纺织制造,350100,棉纺,350102
纺织服装,350000,纺织制造,350100,丝绸,350103
纺织服装,350000,纺织制造,350100,印染,350104
纺织服装,350000,纺织制造,350100,辅料,350105
纺织服装,350000,纺织制造,350100,其他纺织,350106
纺织服装,350000,服装家纺,350200,男装,350202
纺织服装,350000,服装家纺,350200,女装,350203
纺织服装,350000,服装家纺,350200,休闲装,350204
纺织服装,350000,服装家纺,350200,鞋帽,350205
纺织服装,350000,服装家纺,350200,家纺,350206
纺织服装,350000,服装家纺,350200,其他服装,350207
轻工制造,360000,造纸,360100,造纸,360101
轻工制造,360000,包装印刷,360200,包装印刷,360201
轻工制造,360000,家用轻工,360300,家具,360302
轻工制造,360000,家用轻工,360300,其他家用轻工,360303
轻工制造,360000,家用轻工,360300,珠宝首饰,360304
轻工制造,360000,家用轻工,360300,文娱用品,360305
轻工制造,360000,其他轻工制造,360400,其他轻工制造,360401
医药生物,370000,化学制药,370100,化学原料药,370101
医药生物,370000,化学制药,370100,化学制剂,370102
医药生物,370000,中药,370200,中药,370201
医药生物,370000,生物制品,370300,生物制品,370301
医药生物,370000,医药商业,370400,医药商业,370401
医药生物,370000,医疗器械,370500,医疗器械,370501
医药生物,370000,医疗服务,370600,医疗服务,370601
公用事业,410000,电力,410100,火电,410101
公用事业,410000,电力,410100,水电,410102
公用事业,410000,电力,410100,燃机发电,410103
公用事业,410000,电力,410100,热电,410104
公用事业,410000,水务,410200,水务,410201
公用事业,410000,燃气,410300,燃气,410301
公用事业,410000,环保工程及服务,410400,环保工程及服务,410401
交通运输,420000,港口,420100,港口,420101
交通运输,420000,高速公路,420200,高速公路,420201
交通运输,420000,公交,420300,公交,420301
交通运输,420000,航空运输,420400,航空运输,420401
交通运输,420000,机场,420500,机场,420501
交通运输,420000,航运,420600,航运,420601
交通运输,420000,铁路运输,420700,铁路运输,420701
交通运输,420000,物流,420800,物流,420801
房地产,430000,房地产开发,430100,房地产开发,430101
房地产,430000,园区开发,430200,园区开发,430201
金融服务,440000,银行,440100,银行,440101
金融服务,440000,多元金融,440200,多元金融,440201
金融服务,440000,证券,440300,证券,440301
金融服务,440000,保险,440400,保险,440401
商业贸易,450000,零售,450100,百货零售,450101
商业贸易,450000,零售,450100,专业连锁,450102
商业贸易,450000,零售,450100,商业物业经营,450103
商业贸易,450000,贸易,450200,贸易,450201
餐饮旅游,460000,景点,460100,人工景点,460101
餐饮旅游,460000,景点,460100,自然景点,460102
餐饮旅游,460000,酒店,460200,酒店,460201
餐饮旅游,460000,旅游综合,460300,旅游综合,460301
餐饮旅游,460000,餐饮,460400,餐饮,460401
信息服务,470000,通信运营,470100,通信运营,470101
信息服务,470000,网络服务,470200,互联网信息服务,470201
信息服务,470000,网络服务,470200,移动通讯增值服务,470202
信息服务,470000,网络服务,470200,其他网络服务,470203
信息服务,470000,网络服务,470200,有线电视网络,470204
信息服务,470000,计算机应用,470300,软件开发及服务,470302
信息服务,470000,计算机应用,470300,系统集成,470303
信息服务,470000,传媒,470400,平面媒体,470401
信息服务,470000,传媒,470400,影视动漫,470402
信息服务,470000,传媒,470400,营销服务,470403
信息服务,470000,传媒,470400,其他传媒,470404
综合,510000,综合,510100,综合,510101
